run,num_samples,accuracy,radius_mean_mean,radius_mean_std,cos_mu_z1_mean,cos_mu_z1_std,cos_mu_z1_abs_spearman_len,cos_mu_z1_slope_len
simcon,1319,0.5360121304018196,12.339056015014648,1.7722246646881104,0.6839838624000549,0.07158151268959045,0.19716247575124216,0.0007710135931906974
simcon_sircl,1319,0.5655799848369977,8.38093090057373,1.1635769605636597,0.6044776439666748,0.07755933701992035,0.11363842570474371,0.00038993224701669937
codi,1319,0.5344958301743745,10.263376235961914,1.2917497158050537,0.8280757665634155,0.05969017744064331,0.03419687095553958,0.0001595517197630752
codi_sircl,1319,0.5602729340409401,5.046366214752197,0.8372610807418823,0.6916016936302185,0.08488423377275467,0.04546368250427389,0.0002620988915400514
