idx,num_steps,num_calcs,question_words,difficulty,answer_magnitude,simcon_correct,simcon_sircl_correct,simcon_transition,codi_correct,codi_sircl_correct,codi_transition,simcon_radius_mean,simcon_sircl_radius_mean,simcon_path_length,simcon_sircl_path_length
900,3,3,52,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,8.779384,7.5079165,68.164276,47.590714
901,5,5,69,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,9.667508,6.123114,69.36969,41.217636
902,2,1,29,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,15.133783,8.156933,85.86881,49.751587
903,5,5,43,hard (5-6 steps),small (11-100),False,True,recovered,False,False,both_wrong,11.63947,8.269646,84.98723,57.477386
904,2,2,34,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,12.50072,8.454962,79.82027,50.54406
905,3,3,36,medium (3-4 steps),tiny (≤10),False,True,recovered,False,True,recovered,12.25997,8.753648,97.17714,63.2762
906,4,4,41,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,11.36287,7.8594413,82.874825,52.46524
907,2,2,26,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.663098,8.117709,83.30505,49.62725
908,3,3,23,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.706525,8.202918,104.892105,51.43545
909,4,3,27,medium (3-4 steps),small (11-100),False,False,both_wrong,False,True,recovered,11.317825,8.487877,84.00373,56.508358
910,2,2,26,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,13.199626,7.205344,98.94787,43.24265
911,3,3,42,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.583868,8.187874,107.27871,58.045345
912,3,3,36,medium (3-4 steps),tiny (≤10),False,True,recovered,False,False,both_wrong,12.866361,7.581212,101.95519,49.704216
913,3,2,58,medium (3-4 steps),tiny (≤10),True,False,regressed,False,False,both_wrong,12.79801,8.3408165,105.91678,63.37076
914,2,2,28,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.733381,6.7894464,87.5544,43.48568
915,3,3,43,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.409104,8.225748,103.282036,53.355644
916,5,5,76,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.793991,8.336876,85.867455,49.230835
917,2,2,25,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,16.216948,7.9326444,123.36059,51.45264
918,3,3,36,medium (3-4 steps),small (11-100),False,False,both_wrong,True,True,both_correct,14.762266,8.334395,112.50125,56.130505
919,3,3,52,medium (3-4 steps),small (11-100),False,True,recovered,True,True,both_correct,10.687034,7.532555,77.9007,50.508465
920,5,3,61,hard (5-6 steps),small (11-100),False,True,recovered,False,False,both_wrong,13.593786,10.55915,112.03492,89.90557
921,3,3,31,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.949547,7.928468,110.680786,49.719833
922,3,3,28,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,10.6213665,6.6654305,74.10055,42.31174
923,3,3,59,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,9.29058,7.774095,70.14397,52.050415
924,2,2,82,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.456281,5.572103,68.807846,34.485687
925,3,3,69,medium (3-4 steps),large (>1K),True,True,both_correct,True,True,both_correct,12.558228,7.7896733,100.93763,56.717876
926,8,8,103,very hard (7+ steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,11.956319,8.497546,76.87782,47.560375
927,5,5,48,hard (5-6 steps),large (>1K),False,True,recovered,False,False,both_wrong,12.811874,9.82772,98.76503,73.77619
928,3,3,53,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.085925,8.329127,76.01952,49.124855
929,3,3,32,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.468016,8.128001,113.166916,53.877476
930,3,1,73,medium (3-4 steps),small (11-100),True,True,both_correct,True,False,regressed,14.883702,8.833913,108.15448,51.271824
931,6,0,40,hard (5-6 steps),small (11-100),True,False,regressed,False,False,both_wrong,10.010743,6.72098,76.68018,43.362396
932,4,4,57,medium (3-4 steps),small (11-100),False,True,recovered,True,True,both_correct,10.839567,8.171788,80.60522,58.065243
933,4,4,48,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.954874,10.06574,99.17988,82.96408
934,4,4,51,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.827823,10.342362,107.01787,72.41179
935,4,4,59,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,7.3452134,6.8842196,46.81202,43.81651
936,5,4,83,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,9.502194,8.843938,57.356937,61.93341
937,4,4,41,medium (3-4 steps),medium (101-1K),True,True,both_correct,False,False,both_wrong,14.162645,9.054542,90.49757,69.85136
938,5,5,47,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,12.400575,8.696031,90.85669,59.61708
939,3,2,68,medium (3-4 steps),medium (101-1K),True,False,regressed,True,True,both_correct,12.73069,7.7882843,89.70792,53.82966
940,2,2,45,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.726607,7.909069,91.13836,44.83379
941,3,3,62,medium (3-4 steps),medium (101-1K),True,True,both_correct,False,False,both_wrong,12.347247,8.380397,96.54317,52.05597
942,3,2,38,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.398088,8.861829,85.35627,59.136414
943,4,4,34,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.091163,9.473958,69.16234,63.450157
944,4,4,42,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.710739,9.6873255,106.5572,70.433876
945,7,7,69,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.630874,7.807141,78.99581,53.12581
946,2,0,36,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,12.363332,7.5734134,88.02874,45.49689
947,2,2,43,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.889044,7.2162223,79.774796,42.41959
948,3,3,69,medium (3-4 steps),small (11-100),False,False,both_wrong,True,True,both_correct,10.183053,9.088301,69.55621,55.112385
949,2,2,19,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.800064,8.397719,110.181046,51.168644
950,9,2,37,very hard (7+ steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,9.902197,4.495549,74.60159,26.947954
951,2,2,45,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,10.659769,7.717477,70.56591,53.86082
952,4,4,26,medium (3-4 steps),medium (101-1K),False,False,both_wrong,True,False,regressed,12.570958,9.351035,87.87767,64.305725
953,7,6,81,very hard (7+ steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.272809,7.7867303,87.82768,53.772038
954,4,3,34,medium (3-4 steps),small (11-100),True,False,regressed,True,True,both_correct,12.113305,9.91134,92.19809,66.36827
955,5,4,38,hard (5-6 steps),small (11-100),False,False,both_wrong,True,False,regressed,12.543435,8.50232,87.12815,56.403656
956,4,4,38,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,12.818449,9.656516,101.53646,75.4931
957,2,2,29,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.533685,7.320998,93.444016,42.476574
958,2,1,49,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.694148,7.9525485,57.65978,49.939323
959,3,3,98,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,10.6873045,7.0932994,82.948456,44.249325
960,6,4,106,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,13.4285555,7.7506876,102.2053,49.893837
961,3,3,56,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,8.354802,7.8528934,61.634438,47.083706
962,3,3,37,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.936042,7.6023674,93.89471,46.938477
963,8,1,47,very hard (7+ steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,9.134372,6.952488,59.62371,43.112286
964,2,2,42,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,10.900484,7.5525737,82.85337,47.657948
965,4,4,107,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,14.620149,9.422727,117.73231,62.19545
966,5,5,77,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.474447,7.8701067,69.62785,49.09805
967,4,4,30,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.070897,9.055331,81.75449,58.797836
968,4,4,94,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,13.140459,9.1453905,95.890015,60.2102
969,5,5,37,hard (5-6 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,9.665512,5.685697,57.179333,34.45401
970,2,1,24,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,15.766853,8.058889,90.65203,50.382534
971,4,4,35,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.619998,8.85271,100.16836,54.60028
972,5,5,46,hard (5-6 steps),medium (101-1K),True,True,both_correct,False,True,recovered,11.620409,8.795575,77.49999,68.81784
973,3,2,23,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.1608,8.534795,67.06038,53.0807
974,3,3,47,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,False,regressed,13.653051,9.044762,92.58179,63.96914
975,4,4,30,medium (3-4 steps),small (11-100),True,False,regressed,False,True,recovered,10.86487,9.240175,80.33602,62.025654
976,7,7,65,very hard (7+ steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.591041,9.15123,76.66871,56.032143
977,3,2,41,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,11.794499,7.316854,93.476845,49.766006
978,3,3,24,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,13.381696,8.891564,97.1766,57.264023
979,6,6,40,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.686544,9.75649,77.25776,69.194214
980,3,3,46,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.3166685,8.179367,91.91187,55.003895
981,4,4,40,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,15.399001,10.534667,110.88801,79.34824
982,4,4,52,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.6206255,9.624533,90.484604,75.87386
983,3,3,28,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.97576,8.44506,107.10447,58.81684
984,3,3,63,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.751475,7.589226,77.1281,49.957912
985,2,2,22,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.136609,7.057513,83.45268,42.404526
986,4,4,44,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,15.269011,10.731887,121.57949,82.54691
987,5,5,43,hard (5-6 steps),tiny (≤10),True,False,regressed,False,True,recovered,13.307665,9.539045,92.52129,66.47799
988,3,2,34,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,True,recovered,12.826815,8.622678,95.107155,56.49256
989,4,4,26,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.22438,7.6324396,69.94927,42.619987
990,4,4,73,medium (3-4 steps),small (11-100),False,False,both_wrong,False,True,recovered,12.011691,8.988977,79.33115,55.447178
991,2,2,54,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.519203,7.267918,72.72927,45.28364
992,5,3,59,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.393395,8.0638685,78.47381,51.90884
993,4,3,79,medium (3-4 steps),small (11-100),True,False,regressed,False,False,both_wrong,10.218808,7.6621194,79.428635,50.842674
994,4,4,67,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,False,regressed,13.650414,8.859479,87.67912,58.358643
995,2,2,35,easy (1-2 steps),small (11-100),True,True,both_correct,False,True,recovered,13.73524,7.2368655,104.65573,47.17722
996,4,4,47,medium (3-4 steps),tiny (≤10),True,False,regressed,False,True,recovered,12.176119,8.053731,87.84456,51.32768
997,2,2,66,easy (1-2 steps),large (>1K),False,False,both_wrong,True,True,both_correct,11.978101,7.830568,94.81022,51.096
998,3,3,64,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.577234,8.475812,100.174866,61.34219
999,5,1,40,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,8.069695,5.2134247,54.21801,30.593515
1000,5,5,70,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,12.596322,10.181819,74.779366,68.86749
1001,4,4,86,medium (3-4 steps),tiny (≤10),True,True,both_correct,False,False,both_wrong,12.498749,8.127159,79.80979,53.993546
1002,5,1,42,hard (5-6 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,11.713271,7.76082,96.67,45.50002
1003,4,4,50,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.770079,9.159795,77.373665,65.99041
1004,3,3,53,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,11.468137,9.1658535,85.809814,59.005726
1005,4,4,42,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,12.177018,9.17119,89.74206,62.212307
1006,3,3,88,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.046301,8.959284,76.07389,60.54596
1007,3,3,42,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.3242855,7.906642,95.83763,55.592445
1008,4,3,29,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.01185,9.209541,115.59431,63.260918
1009,5,5,59,hard (5-6 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,10.544899,7.579895,74.50281,51.851128
1010,4,4,46,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,False,regressed,12.028635,9.5581,91.86976,70.896416
1011,8,8,106,very hard (7+ steps),large (>1K),False,False,both_wrong,False,False,both_wrong,12.286827,8.858035,87.41504,49.888695
1012,3,0,101,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.555663,6.403484,80.65739,43.759686
1013,4,4,57,medium (3-4 steps),tiny (≤10),False,True,recovered,False,True,recovered,13.187068,10.187607,102.65882,78.95858
1014,5,5,56,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,11.751867,9.355843,78.34575,57.096626
1015,3,3,40,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.390701,10.035646,105.93477,73.15245
1016,3,3,52,medium (3-4 steps),medium (101-1K),True,False,regressed,False,False,both_wrong,11.817553,9.365209,90.05005,76.798416
1017,4,4,39,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.633635,8.544176,106.47912,64.17438
1018,2,2,39,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.480363,8.200478,95.406715,54.24576
1019,4,4,60,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.658431,9.272417,87.04644,69.51084
1020,3,3,32,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.463477,8.123776,83.84403,52.509705
1021,6,5,49,hard (5-6 steps),small (11-100),False,False,both_wrong,False,True,recovered,11.283492,9.670219,75.20265,68.41816
1022,6,3,46,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.68699,8.001791,63.976418,47.711754
1023,2,2,32,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.14724,9.554582,113.63573,59.77072
1024,5,4,33,hard (5-6 steps),medium (101-1K),True,True,both_correct,False,True,recovered,15.168875,10.868693,108.477104,88.97815
1025,3,2,33,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.392837,7.6178336,84.84932,46.87706
1026,4,4,54,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,12.385912,10.41065,83.665955,74.41828
1027,2,2,51,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,10.255896,7.8833275,75.06999,46.000904
1028,2,2,46,easy (1-2 steps),medium (101-1K),True,True,both_correct,False,True,recovered,12.62956,7.3234787,94.838135,47.19412
1029,5,5,94,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.502884,10.022993,86.685524,69.02879
1030,6,3,89,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.038331,6.917202,59.47849,37.313766
1031,3,3,52,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,True,recovered,13.828016,9.37045,117.63868,64.92533
1032,2,2,62,easy (1-2 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.307553,7.6437087,75.38967,46.04675
1033,2,2,48,easy (1-2 steps),tiny (≤10),False,False,both_wrong,False,True,recovered,12.779732,8.0205555,89.11733,57.150227
1034,3,3,26,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.147497,8.215836,118.505226,58.189957
1035,2,1,91,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,13.58281,8.41648,91.40163,52.129395
1036,2,2,41,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,14.546913,7.3424945,87.41645,44.566273
1037,4,4,45,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,15.810868,9.683305,111.89714,65.23887
1038,6,6,66,hard (5-6 steps),tiny (≤10),True,False,regressed,False,False,both_wrong,9.012898,7.333694,67.98147,43.776695
1039,4,4,47,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.696135,8.312888,76.95525,51.122078
1040,5,4,46,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.820582,9.086562,90.881744,64.81332
1041,3,3,46,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,13.986795,10.249391,114.809586,70.25409
1042,5,5,62,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,13.158664,9.128877,93.39373,64.74915
1043,2,1,38,easy (1-2 steps),large (>1K),True,True,both_correct,True,True,both_correct,14.725127,6.9706197,104.42763,49.491096
1044,4,4,53,medium (3-4 steps),tiny (≤10),False,True,recovered,False,True,recovered,11.140176,7.799025,76.24518,45.685402
1045,8,2,31,very hard (7+ steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.388857,5.0880733,45.273247,30.52572
1046,3,3,29,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.432435,7.386455,80.05374,47.951664
1047,8,1,65,very hard (7+ steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,7.981057,5.828743,43.07449,32.884674
1048,4,4,32,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,11.080126,8.398053,75.17787,58.729355
1049,3,3,31,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.266353,9.372989,106.94984,62.409782
1050,3,2,32,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.426013,7.6726265,82.11712,50.228523
1051,2,2,27,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,15.239975,7.9105673,91.96589,48.965195
1052,5,5,56,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.742305,8.645366,79.171936,57.575657
1053,4,3,78,medium (3-4 steps),small (11-100),False,True,recovered,False,False,both_wrong,11.332408,9.737687,77.54106,63.4549
1054,3,3,41,medium (3-4 steps),large (>1K),True,True,both_correct,False,True,recovered,8.792921,7.933572,67.2583,54.31144
1055,3,3,30,medium (3-4 steps),large (>1K),True,True,both_correct,True,True,both_correct,12.924153,8.8371525,94.186264,60.27785
1056,3,3,52,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,10.708967,7.1288214,74.47498,42.626
1057,3,3,35,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.721246,8.150557,95.308685,52.27004
1058,3,3,41,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,10.172191,7.240973,77.10032,45.254467
1059,3,3,27,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,False,regressed,12.781318,8.033441,95.662056,57.84836
1060,3,3,41,medium (3-4 steps),small (11-100),False,False,both_wrong,True,False,regressed,11.305464,7.3763285,81.91767,45.896065
1061,7,3,30,very hard (7+ steps),small (11-100),True,False,regressed,True,False,regressed,15.18231,9.41178,122.91323,65.04337
1062,5,5,46,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.131449,7.640892,66.56942,50.82064
1063,3,3,34,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,11.725667,8.185778,89.45891,52.364277
1064,3,3,52,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,14.25427,9.404286,101.397415,61.40068
1065,2,2,24,easy (1-2 steps),small (11-100),True,False,regressed,True,False,regressed,12.83864,7.6518526,100.85394,49.760544
1066,6,4,29,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.971777,10.290617,92.14781,80.594696
1067,4,4,50,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.272897,8.582778,101.04765,61.944458
1068,4,4,42,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.372426,6.600163,66.267654,41.94634
1069,3,3,88,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,12.941986,9.091978,100.957886,64.14627
1070,4,4,56,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,8.547591,6.79161,61.277702,44.38025
1071,5,5,62,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.7276535,8.332446,75.71829,52.07837
1072,5,5,28,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,10.597514,8.843274,72.03837,56.13014
1073,4,4,57,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.610478,8.170466,79.369064,56.91253
1074,2,2,30,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,12.677368,7.223886,74.50613,41.69097
1075,6,6,44,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.670135,8.284762,84.774315,48.80291
1076,4,4,27,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.627751,10.78373,109.47514,73.59207
1077,7,7,164,very hard (7+ steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.500389,8.246626,76.157745,55.90279
1078,3,3,67,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,15.211551,8.067518,118.01386,56.76047
1079,4,4,50,medium (3-4 steps),tiny (≤10),False,True,recovered,True,False,regressed,11.701469,8.793845,92.93226,61.379585
1080,2,2,25,easy (1-2 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,10.721754,6.7772875,80.55435,41.51127
1081,2,2,29,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.491913,7.8892293,94.8815,47.751244
1082,3,3,50,medium (3-4 steps),tiny (≤10),False,True,recovered,True,False,regressed,9.31903,7.398471,61.80964,47.510796
1083,4,4,40,medium (3-4 steps),tiny (≤10),False,False,both_wrong,True,False,regressed,10.176119,7.8293986,75.39833,54.81598
1084,4,0,32,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,10.750651,6.9766755,86.93547,46.97814
1085,2,2,21,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.987575,7.780912,75.87955,49.327705
1086,8,8,83,very hard (7+ steps),large (>1K),True,True,both_correct,False,True,recovered,10.731361,8.826816,57.55058,51.267693
1087,3,3,60,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.983331,7.974449,85.90018,57.166946
1088,6,6,60,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.649979,10.611291,78.51748,74.22098
1089,3,3,44,medium (3-4 steps),small (11-100),False,True,recovered,False,False,both_wrong,13.789558,8.318081,74.35402,56.21559
1090,4,4,53,medium (3-4 steps),small (11-100),False,False,both_wrong,True,False,regressed,11.779582,8.964878,90.88247,57.8926
1091,2,2,32,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.712173,7.88013,81.38431,48.51418
1092,2,2,51,easy (1-2 steps),large (>1K),True,True,both_correct,True,True,both_correct,13.383391,7.9734073,108.17831,48.93911
1093,7,7,49,very hard (7+ steps),medium (101-1K),False,True,recovered,True,True,both_correct,12.522283,11.094901,86.151855,67.01336
1094,6,6,73,hard (5-6 steps),small (11-100),False,True,recovered,False,False,both_wrong,8.364982,7.0040665,54.608147,43.94689
1095,3,3,40,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,12.693686,7.429829,89.615,49.445354
1096,5,4,58,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,9.776426,7.3958597,62.939064,52.876884
1097,3,3,40,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,12.968223,8.059871,91.6088,55.037003
1098,2,2,33,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.92186,7.187707,91.31897,45.094997
1099,3,3,51,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.611792,9.657697,111.45662,58.548714
1100,4,3,30,medium (3-4 steps),tiny (≤10),False,True,recovered,True,True,both_correct,12.250518,7.8275266,85.69565,52.20214
1101,4,4,26,medium (3-4 steps),small (11-100),True,True,both_correct,False,True,recovered,13.871577,8.8346615,104.28522,60.796066
1102,7,7,66,very hard (7+ steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.559054,10.975182,84.69071,74.88809
1103,2,2,57,easy (1-2 steps),small (11-100),True,True,both_correct,True,False,regressed,10.15644,9.006398,78.50397,58.838387
1104,2,2,22,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.9812155,7.842757,92.30943,44.507084
1105,4,4,42,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.498591,8.2061205,76.872665,51.142033
1106,2,2,33,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,14.144223,8.10272,79.29482,46.752
1107,3,2,19,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,True,recovered,12.052961,8.261119,90.36988,48.58201
1108,2,2,43,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,16.405481,7.897617,85.5808,48.14972
1109,5,5,30,hard (5-6 steps),tiny (≤10),True,True,both_correct,False,True,recovered,14.208115,9.71989,105.71912,70.70306
1110,3,2,60,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.175985,9.42267,74.68131,63.336105
1111,4,4,42,medium (3-4 steps),medium (101-1K),True,True,both_correct,False,False,both_wrong,14.456023,9.1846285,108.04875,63.378593
1112,4,4,28,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.637917,9.853456,89.64598,64.591606
1113,4,1,31,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,9.701277,8.312606,63.861435,48.415546
1114,3,3,29,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,12.3619795,8.520541,74.90855,62.577312
