idx,num_steps,num_calcs,question_words,difficulty,answer_magnitude,simcon_correct,simcon_sircl_correct,simcon_transition,codi_correct,codi_sircl_correct,codi_transition,simcon_radius_mean,simcon_sircl_radius_mean,simcon_path_length,simcon_sircl_path_length
1115,3,3,54,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,10.183938,7.4337187,79.155426,45.805256
1116,2,2,31,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.750511,7.5264363,81.410065,45.84414
1117,2,2,22,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.17746,8.023951,81.77022,51.183647
1118,5,5,45,hard (5-6 steps),tiny (≤10),False,True,recovered,False,True,recovered,8.216651,7.00465,52.82066,41.630737
1119,4,3,87,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,9.703775,7.6345434,71.50933,48.493492
1120,3,3,37,medium (3-4 steps),medium (101-1K),True,False,regressed,False,False,both_wrong,12.690955,8.176471,94.151924,52.555866
1121,2,2,29,easy (1-2 steps),small (11-100),False,True,recovered,True,True,both_correct,11.377243,8.046497,66.68355,50.23899
1122,8,8,77,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.385045,11.406123,78.366196,76.84845
1123,3,3,40,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,True,recovered,13.151565,8.682169,104.58135,53.671524
1124,3,3,43,medium (3-4 steps),small (11-100),False,True,recovered,False,True,recovered,12.983688,8.530251,95.98622,61.028366
1125,3,3,42,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.516523,9.306054,105.07287,60.9924
1126,2,1,37,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.472455,8.83117,102.05276,53.622364
1127,2,2,67,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.590585,8.0368395,114.40308,51.263046
1128,3,3,22,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.282903,8.3327465,99.45803,57.781937
1129,5,5,43,hard (5-6 steps),tiny (≤10),False,True,recovered,False,False,both_wrong,10.01607,6.4440193,66.11467,40.09766
1130,4,4,58,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.166254,9.051851,92.20178,64.632454
1131,4,4,42,medium (3-4 steps),small (11-100),True,True,both_correct,True,False,regressed,12.682066,10.064936,91.77096,77.05033
1132,4,4,29,medium (3-4 steps),large (>1K),False,True,recovered,True,True,both_correct,10.360242,8.311447,75.09332,63.081253
1133,4,2,71,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.962141,5.5860476,63.776443,34.47586
1134,3,3,40,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,14.292693,8.454699,109.63232,61.49573
1135,3,3,34,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.374043,8.367797,111.04986,50.543346
1136,5,3,34,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.193866,7.0159287,97.26818,41.914284
1137,4,4,67,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.902263,7.4478564,82.37891,45.336197
1138,4,4,47,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,8.830684,6.1614995,49.05898,42.323715
1139,5,4,43,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,10.028967,9.467171,70.537445,66.55551
1140,4,4,34,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.430367,7.8040366,61.711426,49.091404
1141,4,3,33,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.983839,10.386109,110.2465,72.67595
1142,3,3,56,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,12.639183,8.855052,100.731316,55.397762
1143,2,2,22,easy (1-2 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,15.325572,8.118943,90.68764,50.53292
1144,3,3,41,medium (3-4 steps),small (11-100),True,False,regressed,True,True,both_correct,13.99758,9.515154,112.3571,60.68359
1145,5,5,53,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,9.775853,6.530654,59.19414,40.88361
1146,4,4,49,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.9970875,8.599094,67.29434,61.812595
1147,4,4,70,medium (3-4 steps),small (11-100),True,False,regressed,True,False,regressed,11.186964,9.271779,83.27093,57.767765
1148,2,2,27,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,15.665244,8.165935,87.17512,50.029114
1149,2,2,25,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.068115,7.5463743,78.1333,45.791115
1150,2,2,23,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.730424,7.4945273,81.01777,44.861816
1151,3,3,25,medium (3-4 steps),small (11-100),False,False,both_wrong,True,True,both_correct,12.9180155,8.465182,111.11578,51.091072
1152,2,1,36,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,13.183495,5.79568,81.66802,33.536407
1153,4,4,52,medium (3-4 steps),small (11-100),True,False,regressed,True,True,both_correct,12.862839,8.931863,85.54053,54.224037
1154,3,3,28,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.469743,8.541505,109.18133,53.914547
1155,3,3,27,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.416688,8.899569,86.46306,60.208076
1156,8,8,56,very hard (7+ steps),medium (101-1K),True,True,both_correct,True,True,both_correct,11.867408,8.422917,72.12569,61.9594
1157,3,3,45,medium (3-4 steps),tiny (≤10),True,False,regressed,True,True,both_correct,12.718527,7.3790345,98.54468,47.612244
1158,3,2,53,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,9.844713,8.072297,76.66997,55.311176
1159,4,3,44,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.692084,6.954221,68.90726,45.80809
1160,5,2,38,hard (5-6 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,12.098984,7.167376,106.68006,46.180656
1161,6,6,55,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.512711,8.870337,77.16786,68.94092
1162,2,2,20,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.664268,8.006965,76.24608,46.654
1163,2,2,30,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.263578,6.9740515,94.27761,40.992744
1164,7,6,47,very hard (7+ steps),tiny (≤10),True,True,both_correct,False,True,recovered,15.52094,12.167176,116.67326,83.801506
1165,6,6,56,hard (5-6 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,10.632933,8.71075,60.466034,56.191208
1166,6,4,78,hard (5-6 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,13.016162,8.695451,96.898026,69.87058
1167,2,2,17,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,13.930372,7.911844,89.687706,50.536545
1168,8,1,44,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.30871,7.103536,70.804924,51.364944
1169,4,4,41,medium (3-4 steps),tiny (≤10),True,False,regressed,False,False,both_wrong,12.066164,9.148664,87.15767,62.581543
1170,2,2,52,easy (1-2 steps),tiny (≤10),False,True,recovered,False,False,both_wrong,9.95038,6.694491,54.337673,39.50883
1171,4,4,44,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,11.0917635,7.990993,79.54413,54.894367
1172,5,5,71,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.229983,7.525498,85.960144,43.951763
1173,6,3,44,hard (5-6 steps),tiny (≤10),False,False,both_wrong,True,False,regressed,10.882088,7.982715,86.93462,51.915382
1174,6,6,55,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.462553,9.157901,56.590137,57.55177
1175,6,6,64,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.723898,8.0196085,70.83452,51.461025
1176,7,6,124,very hard (7+ steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,8.441548,5.6124463,59.888733,34.802578
1177,5,5,30,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.89888,9.226842,80.49263,55.636047
1178,2,2,23,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.120566,7.096957,88.90469,43.435413
1179,3,2,27,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.805066,8.081552,77.65025,51.491077
1180,2,2,62,easy (1-2 steps),large (>1K),True,True,both_correct,True,True,both_correct,12.911581,8.699385,96.33654,58.360725
1181,5,1,33,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,8.834609,7.793601,56.16112,48.79605
1182,3,3,25,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,12.405586,9.613814,99.91973,62.33922
1183,4,4,97,medium (3-4 steps),small (11-100),False,True,recovered,False,True,recovered,8.037925,6.2047997,55.91963,37.934406
1184,2,2,29,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,15.19414,9.145778,91.248535,56.300686
1185,5,5,41,hard (5-6 steps),tiny (≤10),False,True,recovered,True,True,both_correct,11.906343,8.44741,82.82249,54.678135
1186,3,3,25,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.811793,8.551227,107.53215,54.701603
1187,4,3,37,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,12.020421,6.5899596,91.04246,43.291977
1188,3,3,25,medium (3-4 steps),small (11-100),True,False,regressed,False,False,both_wrong,13.461671,7.772656,110.19978,47.769302
1189,3,3,36,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,11.687159,7.321888,88.39594,48.87388
1190,8,2,75,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.293587,9.200712,55.153046,64.596756
1191,3,3,39,medium (3-4 steps),small (11-100),True,True,both_correct,False,False,both_wrong,12.821256,9.309712,100.80017,68.56171
1192,4,4,49,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.538907,9.56056,83.36174,75.17949
1193,5,5,63,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,8.001359,7.406552,55.331406,47.169655
1194,2,2,48,easy (1-2 steps),large (>1K),True,True,both_correct,True,True,both_correct,14.562863,7.331079,93.1673,48.70872
1195,3,3,95,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.630916,8.635248,68.60444,65.27571
1196,4,4,32,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.901223,8.342123,94.31816,58.99223
1197,6,6,34,hard (5-6 steps),large (>1K),True,True,both_correct,True,True,both_correct,13.002731,9.464941,81.11894,59.132618
1198,5,5,67,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.120781,9.575585,84.33299,65.79065
1199,5,5,128,hard (5-6 steps),tiny (≤10),True,False,regressed,True,False,regressed,10.342337,7.0430484,75.05411,44.99354
1200,5,2,25,hard (5-6 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,12.657564,6.245614,53.23164,40.98007
1201,4,4,34,medium (3-4 steps),small (11-100),True,True,both_correct,False,True,recovered,13.621834,10.623536,96.91823,83.50907
1202,4,4,46,medium (3-4 steps),small (11-100),False,True,recovered,False,False,both_wrong,12.288032,10.578781,82.39641,82.61663
1203,3,3,44,medium (3-4 steps),medium (101-1K),False,True,recovered,False,True,recovered,12.466445,8.711803,94.382835,58.282463
1204,4,2,54,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.243064,10.251094,100.51058,80.88762
1205,3,3,53,medium (3-4 steps),tiny (≤10),False,True,recovered,True,True,both_correct,8.552438,6.4734335,56.44315,40.02781
1206,3,3,43,medium (3-4 steps),large (>1K),True,True,both_correct,True,True,both_correct,9.716685,8.223461,78.22568,52.94232
1207,4,4,51,medium (3-4 steps),small (11-100),True,True,both_correct,False,False,both_wrong,13.865562,8.221773,106.33867,56.937973
1208,2,1,23,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.699389,7.521881,78.83039,47.004536
1209,6,6,129,hard (5-6 steps),small (11-100),False,False,both_wrong,False,True,recovered,11.44198,7.406638,71.921005,47.46073
1210,2,2,43,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,15.150035,7.88066,75.41025,46.322342
1211,5,4,32,hard (5-6 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,13.099877,8.580224,104.4324,60.1879
1212,3,3,53,medium (3-4 steps),medium (101-1K),True,True,both_correct,False,True,recovered,14.50781,9.252652,110.154495,67.82238
1213,4,4,54,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.476946,9.319937,89.67024,68.07433
1214,2,2,30,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.354097,7.564545,82.61563,46.601818
1215,5,5,84,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,8.421154,9.001153,49.650963,60.55023
1216,4,4,76,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.453186,10.126333,67.07325,76.51602
1217,7,7,60,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.987394,8.240374,76.39931,54.303997
1218,3,3,87,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.512945,6.1174817,69.54268,37.339897
1219,3,3,31,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.241263,8.875097,117.28963,59.079075
1220,6,1,38,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,9.504583,9.125879,77.22988,61.499702
1221,2,2,56,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,14.51414,8.75674,86.49399,49.932705
1222,2,2,39,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,13.911023,8.069168,90.024475,53.316895
1223,4,3,34,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,11.660904,9.006799,81.666405,63.394524
1224,2,2,31,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.840388,6.8883634,85.608185,42.19946
1225,6,1,40,hard (5-6 steps),tiny (≤10),False,True,recovered,True,True,both_correct,12.718152,8.065354,95.95976,54.572266
1226,5,5,53,hard (5-6 steps),small (11-100),False,True,recovered,False,False,both_wrong,12.768068,11.1715145,88.918076,86.52295
1227,3,3,42,medium (3-4 steps),small (11-100),False,False,both_wrong,True,False,regressed,10.859555,6.807083,76.798676,41.93088
1228,2,2,26,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.997961,8.484613,90.35583,53.937443
1229,5,4,33,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.644607,9.897737,91.353966,79.72017
1230,5,5,77,hard (5-6 steps),medium (101-1K),True,True,both_correct,True,False,regressed,13.784051,9.599245,79.952415,61.77664
1231,2,2,23,easy (1-2 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,8.608996,6.061496,77.215126,36.071556
1232,2,2,30,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.878525,7.8310905,85.82047,47.343834
1233,5,5,40,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.579581,10.467135,99.68184,83.70496
1234,3,1,29,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,10.588702,4.6528053,45.293064,28.13282
1235,3,2,50,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.747998,8.361823,83.696625,54.726707
1236,3,3,55,medium (3-4 steps),small (11-100),True,True,both_correct,False,False,both_wrong,14.264814,9.324034,98.15419,65.48739
1237,2,2,30,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.358027,8.176692,97.74866,51.756752
1238,3,3,44,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,False,regressed,11.961667,9.717015,91.30284,65.698875
1239,5,5,43,hard (5-6 steps),small (11-100),False,False,both_wrong,True,False,regressed,10.863859,7.9815097,69.77096,50.90464
1240,5,5,64,hard (5-6 steps),tiny (≤10),False,True,recovered,False,False,both_wrong,14.288373,10.895401,95.35833,77.519135
1241,5,5,25,hard (5-6 steps),tiny (≤10),False,True,recovered,True,True,both_correct,11.825942,9.713213,86.0342,71.04593
1242,4,4,39,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.9205675,9.346595,101.881195,75.407196
1243,2,1,37,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.119522,8.970858,94.95063,58.847878
1244,4,4,65,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,8.867632,7.8381233,63.01431,50.398525
1245,6,0,50,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.604425,4.6438527,46.857494,26.699678
1246,2,2,39,easy (1-2 steps),large (>1K),True,True,both_correct,True,True,both_correct,12.673537,9.705026,93.839645,58.767838
1247,3,3,71,medium (3-4 steps),tiny (≤10),True,False,regressed,False,True,recovered,11.32302,7.603946,79.16516,48.12275
1248,2,2,92,easy (1-2 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.156808,8.206221,84.96523,51.861465
1249,7,7,92,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.565805,6.032798,57.521774,37.53057
1250,2,2,37,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,15.293223,7.8549933,78.16499,49.854694
1251,5,5,56,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.2432,9.279635,75.967514,60.878098
1252,3,3,37,medium (3-4 steps),small (11-100),False,True,recovered,False,True,recovered,10.242574,7.8640823,84.00622,47.83624
1253,3,3,33,medium (3-4 steps),medium (101-1K),True,False,regressed,True,True,both_correct,14.957003,8.22674,112.02877,56.77543
1254,3,3,76,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.741319,8.441833,113.169785,55.521107
1255,5,4,53,hard (5-6 steps),small (11-100),True,False,regressed,False,False,both_wrong,11.98018,9.093811,87.708916,75.8642
1256,4,4,82,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.831724,7.5131593,87.98845,46.624897
1257,2,2,39,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.908626,8.223239,92.69045,49.291588
1258,3,3,34,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,11.107575,9.24502,86.82477,65.52101
1259,3,3,30,medium (3-4 steps),large (>1K),True,True,both_correct,True,True,both_correct,13.17908,8.571045,104.19895,55.120148
1260,2,2,69,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,14.303647,6.8950195,101.23846,45.46913
1261,5,4,48,hard (5-6 steps),medium (101-1K),False,True,recovered,False,False,both_wrong,13.1731615,12.449801,91.38018,86.14724
1262,3,3,48,medium (3-4 steps),small (11-100),False,True,recovered,True,True,both_correct,11.829169,8.401488,95.20778,53.686974
1263,4,4,95,medium (3-4 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,12.639647,8.909681,90.8111,62.02682
1264,5,5,112,hard (5-6 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.999856,9.892022,75.24844,66.09216
1265,4,4,78,medium (3-4 steps),small (11-100),False,False,both_wrong,False,True,recovered,9.433293,6.5656347,60.482212,41.754433
1266,4,4,43,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,15.319058,10.221286,115.92498,72.37719
1267,4,4,27,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,14.254176,8.83423,114.91794,56.34033
1268,2,2,37,easy (1-2 steps),small (11-100),True,True,both_correct,False,True,recovered,12.595947,7.1826587,98.20456,45.30137
1269,3,3,46,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,11.820548,7.5075808,66.80462,47.162994
1270,6,3,36,hard (5-6 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,11.2692,8.671245,80.88775,62.77239
1271,4,4,40,medium (3-4 steps),small (11-100),True,True,both_correct,False,False,both_wrong,13.416967,10.112311,95.44946,70.16961
1272,4,4,62,medium (3-4 steps),medium (101-1K),True,True,both_correct,False,True,recovered,13.6058445,7.6925635,92.47818,59.025284
1273,2,2,35,easy (1-2 steps),small (11-100),False,True,recovered,False,False,both_wrong,9.208773,7.3931956,66.51808,48.176567
1274,3,3,41,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,10.476233,7.875328,74.32115,43.068554
1275,3,3,54,medium (3-4 steps),small (11-100),False,False,both_wrong,False,True,recovered,14.817507,9.29641,117.669365,63.61842
1276,3,3,46,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,10.60148,5.8893933,56.343967,32.615807
1277,3,3,27,medium (3-4 steps),small (11-100),True,False,regressed,False,True,recovered,10.554326,7.409948,84.77331,46.796818
1278,2,2,34,easy (1-2 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,11.681971,7.2788315,100.19595,45.80808
1279,2,2,53,easy (1-2 steps),medium (101-1K),False,True,recovered,False,True,recovered,9.840423,8.565995,73.438545,56.35823
1280,2,1,39,easy (1-2 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,13.43458,7.7782664,78.62081,44.939262
1281,4,4,31,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.45032,8.369673,103.99456,60.562614
1282,4,4,50,medium (3-4 steps),small (11-100),False,True,recovered,False,False,both_wrong,14.101508,10.960638,101.6753,79.970695
1283,5,5,31,hard (5-6 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.31381,10.420929,107.57756,82.754684
1284,3,3,84,medium (3-4 steps),small (11-100),False,False,both_wrong,False,True,recovered,10.067484,8.443078,65.94424,60.44165
1285,2,2,52,easy (1-2 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,10.944916,8.15625,84.57146,49.49673
1286,3,3,32,medium (3-4 steps),medium (101-1K),True,False,regressed,False,True,recovered,14.410215,9.765828,107.20551,63.04645
1287,3,3,45,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.73141,6.371904,69.34195,36.191696
1288,7,7,41,very hard (7+ steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.969469,9.819685,93.12191,68.64321
1289,4,4,69,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.06503,9.607544,103.819176,68.44534
1290,4,4,26,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.549646,8.93158,89.42965,64.37268
1291,2,2,30,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.429153,7.6780443,95.160225,48.494682
1292,3,3,31,medium (3-4 steps),small (11-100),True,True,both_correct,True,False,regressed,12.762797,8.202948,98.59108,56.472775
1293,2,2,40,easy (1-2 steps),large (>1K),True,True,both_correct,True,True,both_correct,9.730332,7.7655616,79.80411,49.111805
1294,5,5,66,hard (5-6 steps),small (11-100),False,True,recovered,True,True,both_correct,10.967261,9.317609,66.13404,71.602005
1295,5,5,52,hard (5-6 steps),tiny (≤10),False,False,both_wrong,True,True,both_correct,12.811005,10.09615,97.121765,72.18561
1296,4,4,50,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,12.484375,9.592649,84.5927,58.419
1297,6,6,70,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,14.818238,11.962186,102.737366,78.40542
1298,5,5,30,hard (5-6 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,12.238085,9.680583,90.7802,63.221226
1299,3,3,40,medium (3-4 steps),small (11-100),True,True,both_correct,True,False,regressed,12.362021,7.8901443,97.52741,51.689575
1300,4,4,37,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,11.751589,7.869744,89.52845,52.00784
1301,6,6,57,hard (5-6 steps),small (11-100),True,True,both_correct,False,False,both_wrong,9.948674,7.9343095,67.47424,56.25772
1302,4,4,55,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,12.078223,6.9877725,83.39763,48.39431
1303,4,4,53,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,10.934893,8.550602,77.81309,55.889164
1304,2,2,47,easy (1-2 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,11.49431,7.9711485,92.154236,51.58026
1305,2,2,34,easy (1-2 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,13.311393,8.5657215,114.37278,56.05169
1306,4,4,100,medium (3-4 steps),tiny (≤10),False,False,both_wrong,True,False,regressed,12.354515,8.791787,93.573235,56.041664
1307,3,3,29,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,11.376443,8.455362,90.7634,56.979374
1308,2,2,28,easy (1-2 steps),small (11-100),True,True,both_correct,True,True,both_correct,14.936545,7.673,88.89587,43.571297
1309,3,3,40,medium (3-4 steps),large (>1K),False,False,both_wrong,False,False,both_wrong,10.504544,8.092322,65.14749,49.71683
1310,4,4,62,medium (3-4 steps),small (11-100),False,False,both_wrong,False,False,both_wrong,9.219417,7.427875,66.46476,49.696003
1311,2,2,50,easy (1-2 steps),medium (101-1K),False,False,both_wrong,False,False,both_wrong,10.387265,7.5885925,67.04844,51.4058
1312,4,4,37,medium (3-4 steps),medium (101-1K),False,True,recovered,True,False,regressed,11.77076,8.8987665,98.11248,64.566734
1313,3,3,24,medium (3-4 steps),tiny (≤10),False,False,both_wrong,False,True,recovered,12.586408,9.456901,81.253876,59.198692
1314,5,5,43,hard (5-6 steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,11.19435,8.194519,87.19181,65.278656
1315,3,3,51,medium (3-4 steps),tiny (≤10),True,True,both_correct,True,True,both_correct,12.407472,8.762943,93.46341,56.819767
1316,4,4,58,medium (3-4 steps),medium (101-1K),True,True,both_correct,True,True,both_correct,14.285196,10.165407,94.67009,77.96597
1317,8,1,29,very hard (7+ steps),tiny (≤10),False,False,both_wrong,False,False,both_wrong,12.217033,8.500869,96.256714,56.0296
1318,3,3,37,medium (3-4 steps),small (11-100),True,True,both_correct,True,True,both_correct,13.389389,9.044841,92.49935,56.255383
