label,dataset,run_dir,latents_path,trajectory_stats_path,metrics_path,accuracy,avg_output_tokens,has_latents,fallback_threshold,fallback_radius_max,fallback_radius_mean,fallback_radius_mean_std,fallback_violation_rate_mean,fallback_violation_rate_max,fallback_num_batches,fallback_total_samples,status,description,num_samples_total,num_samples_selected,num_tokens,embedding_dim,center_before_svd,drop_last_latent,space_type,curvature,effective_rank,effective_rank_se,effective_rank_ci95_low,effective_rank_ci95_high,effective_rank_over_tokens,effective_rank_over_tokens_se,effective_rank_over_tokens_ci95_low,effective_rank_over_tokens_ci95_high,randomsim,randomsim_se,randomsim_ci95_low,randomsim_ci95_high,trajectory_l2_mean,trajectory_l2_mean_se,trajectory_l2_mean_ci95_low,trajectory_l2_mean_ci95_high,trajectory_cosine_distance_mean,trajectory_cosine_distance_mean_se,trajectory_cosine_distance_mean_ci95_low,trajectory_cosine_distance_mean_ci95_high,radius_mean,radius_std,radius_max,radius_p50,radius_p50_se,radius_p50_ci95_low,radius_p50_ci95_high,radius_p90,radius_p90_se,radius_p90_ci95_low,radius_p90_ci95_high,radius_p99,radius_p99_se,radius_p99_ci95_low,radius_p99_ci95_high
codi,gsm8k,CODI/results/latent_sweep_gsm8k/latent_6/models/codi/gsm8k/run_0,CODI/results/latent_sweep_gsm8k/latent_6/models/codi/gsm8k/run_0/latents.json,CODI/results/latent_sweep_gsm8k/latent_6/models/codi/gsm8k/run_0/trajectory_stats.json,CODI/results/latent_sweep_gsm8k/latent_6/models/codi/gsm8k/run_0/metrics.json,0.5291887793783169,7.196360879454132,True,2.0,20.875,10.267045454545455,0.08035304331665313,0.9984780983491377,1.0,11,1319,complete,Latent embeddings for each question across iterations,1319,300,7,2048,False,False,euclidean,-1.0,4.034763863895171,0.031272246370953605,3.976658826763288,4.091966972357013,0.5763948376993102,0.004467463767279081,0.5680941181090412,0.5845667103367159,0.5771237518018291,0.005462848947822015,0.5681542411572537,0.5883019620957571,14.830234708228055,0.11696987823880996,14.603245651011909,15.039236608782083,0.2891182974739006,0.0034265493553568647,0.2829833071577432,0.29562754334139935,10.309967551436358,2.22557649426881,20.82159477717739,10.317773044913654,0.08011812312306019,10.170381936645258,10.462423436169477,13.049185804252774,0.10580016931270333,12.872492717520595,13.255488321949377,15.869291169549767,0.45204845256813136,15.13012372331396,16.50052069164118
codi_sircl,gsm8k,CODI/results/latent_sweep_gsm8k/latent_6/models/codi_sircl/gsm8k/run_0,CODI/results/latent_sweep_gsm8k/latent_6/models/codi_sircl/gsm8k/run_0/latents.json,CODI/results/latent_sweep_gsm8k/latent_6/models/codi_sircl/gsm8k/run_0/trajectory_stats.json,CODI/results/latent_sweep_gsm8k/latent_6/models/codi_sircl/gsm8k/run_0/metrics.json,0.5572403335860501,7.197877179681577,True,2.0,20.125,5.048295454545454,0.0644078639133786,0.9229989160190929,0.9486607313156128,11,1319,complete,Latent embeddings for each question across iterations,1319,300,7,2048,False,False,euclidean,-1.0,2.8297779029325043,0.02291664231713863,2.787524885102943,2.8780848638188625,0.40425398613321484,0.0032738060453055213,0.39821784072899175,0.4111549805455518,0.633854257244256,0.006370966913612213,0.6236599467917093,0.647625840733767,7.662824497802136,0.07302770681312327,7.519227685097978,7.802663429575401,0.13539755923124644,0.001961541877426388,0.1316544431473524,0.1392945318485496,5.087638351565329,3.908910864784646,20.16258612918308,3.6245421686442567,0.056770887884308625,3.513155733381372,3.72227109333208,12.732138046357342,0.15036029287845917,12.470014099844285,12.972029490129618,16.646719453584552,0.23431808151941033,16.25216486159673,17.101367512838383
